avg_path_length,avg_stage2_count,count_INVALID_EDGE,count_INVALID_TOKEN,count_MISSING_TARGET,count_NO_EOS,count_OVER_SHOOT,count_SUCCESS,num_pairs,rate_INVALID_EDGE,rate_INVALID_TOKEN,rate_MISSING_TARGET,rate_NO_EOS,rate_OVER_SHOOT,rate_SUCCESS,step,task_type
11.207407407407407,1.637037037037037,7,24,18,26,10,50,135,0.05185185185185185,0.17777777777777778,0.13333333333333333,0.1925925925925926,0.07407407407407407,0.37037037037037035,2000,s1s3
13.933333333333334,1.6666666666666667,17,17,21,39,15,26,135,0.1259259259259259,0.1259259259259259,0.15555555555555556,0.28888888888888886,0.1111111111111111,0.1925925925925926,4000,s1s3
16.977777777777778,3.1185185185185187,19,2,28,55,15,16,135,0.14074074074074075,0.014814814814814815,0.2074074074074074,0.4074074074074074,0.1111111111111111,0.11851851851851852,6000,s1s3
20.125925925925927,2.674074074074074,10,6,23,71,20,5,135,0.07407407407407407,0.044444444444444446,0.17037037037037037,0.5259259259259259,0.14814814814814814,0.037037037037037035,8000,s1s3
19.125925925925927,1.7407407407407407,6,11,27,66,19,6,135,0.044444444444444446,0.08148148148148149,0.2,0.4888888888888889,0.14074074074074075,0.044444444444444446,10000,s1s3
21.103703703703705,1.6222222222222222,5,5,33,77,15,0,135,0.037037037037037035,0.037037037037037035,0.24444444444444444,0.5703703703703704,0.1111111111111111,0.0,12000,s1s3
22.896296296296295,1.3037037037037038,2,9,30,85,9,0,135,0.014814814814814815,0.06666666666666667,0.2222222222222222,0.6296296296296297,0.06666666666666667,0.0,14000,s1s3
21.488888888888887,1.3777777777777778,7,3,32,78,15,0,135,0.05185185185185185,0.022222222222222223,0.23703703703703705,0.5777777777777777,0.1111111111111111,0.0,16000,s1s3
24.614814814814814,2.0592592592592593,5,9,27,92,2,0,135,0.037037037037037035,0.06666666666666667,0.2,0.6814814814814815,0.014814814814814815,0.0,18000,s1s3
19.985185185185184,2.6222222222222222,13,4,31,67,18,2,135,0.0962962962962963,0.02962962962962963,0.22962962962962963,0.4962962962962963,0.13333333333333333,0.014814814814814815,20000,s1s3
